dep;pro;can;ciu;area;zona;v00;p00;p02;p03;p04;p07;p06;p08;p09;p10;p11;p14;p15;p16;p17;p18;p20;p21;p23m;p23a;p05;i10p;i13p;p06nue;p07nue;p08nue;folio
9;95;0;99;1;1;10;1;1;1;44;88;95;95;1;1;2;53;1;451;9318;2;88;88;88;88;2;1;11;1;1;1;1151514
9;95;0;99;1;1;10;2;2;2;34;95;95;95;1;1;2;46;5;8888;8888;8;4;4;10;69;2;1;11;1;1;1;1151514
9;95;0;99;1;1;10;3;3;2;15;95;95;95;1;1;1;31;6;8888;8888;8;0;0;99;0;1;1;11;1;1;1;1151514
9;95;0;99;1;1;10;4;3;2;12;95;95;95;1;1;1;21;6;8888;8888;8;0;0;99;0;1;1;11;1;1;1;1151514
9;95;0;99;1;1;10;5;3;1;9;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1151514
9;95;0;99;1;1;10;6;3;2;7;95;95;95;1;1;1;11;6;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1151514
9;95;0;99;1;1;10;7;7;1;21;88;95;88;1;1;1;32;1;6347;5002;1;88;88;88;88;1;1;11;1;1;1;1151514
9;95;0;99;1;1;10;1;1;1;60;90;95;95;1;1;2;43;1;7339;5002;4;88;88;88;88;2;2;11;1;1;1;1151515
9;95;0;99;1;1;10;2;2;2;55;90;95;95;1;2;2;0;5;8888;8888;8;10;9;9;69;2;2;11;1;1;1;1151515
9;95;0;99;1;1;10;3;3;1;21;95;95;95;1;1;1;32;6;8888;8888;8;88;88;88;88;1;2;11;1;1;1;1151515
9;95;0;99;1;1;10;4;3;2;17;95;95;95;1;1;1;33;6;8888;8888;8;0;0;99;0;1;2;11;1;1;1;1151515
9;95;0;99;1;1;10;5;3;2;15;95;95;95;1;1;1;15;6;8888;8888;8;0;0;99;0;1;2;11;1;1;1;1151515
9;95;0;99;1;1;10;6;3;1;12;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;1;2;11;1;1;1;1151515
9;95;0;99;1;1;10;7;3;1;10;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;2;11;1;1;1;1151515
9;95;0;99;1;1;10;8;3;2;23;95;95;95;1;1;2;54;5;8888;8888;8;2;2;3;74;1;2;11;1;1;1;1151515
9;95;0;99;1;1;10;9;9;1;30;64;95;64;6;1;2;55;1;2886;7200;2;88;88;88;88;1;2;11;1;1;1;1151515
9;95;0;99;1;1;10;10;5;1;4;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1151515
9;95;0;99;1;1;10;11;5;1;4;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1151515
9;95;0;99;1;1;10;12;5;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1151515
9;95;0;99;1;1;10;13;5;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1151515
9;95;0;99;1;1;10;14;4;1;24;88;95;95;1;1;2;45;1;8217;5002;1;88;88;88;88;3;2;11;1;1;1;1151515
9;95;0;99;1;1;10;1;1;1;39;95;95;95;1;1;2;55;1;6603;9555;4;88;88;88;88;2;3;11;1;1;1;1151516
9;95;0;99;1;1;10;1;1;1;36;95;95;95;6;1;2;46;1;5001;7021;4;88;88;88;88;2;4;11;1;1;1;1151517
9;95;0;99;1;1;10;2;2;2;24;95;95;95;1;1;2;46;5;8888;8888;8;3;3;9;75;2;4;11;1;1;1;1151517
9;95;0;99;1;1;10;3;3;1;8;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;4;11;1;1;1;1151517
9;95;0;99;1;1;10;4;3;2;7;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;4;11;1;1;1;1151517
9;95;0;99;1;1;10;5;3;2;0;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;4;11;1;1;0;1151517
9;95;0;99;1;1;10;6;7;1;28;6;95;11;6;1;2;54;1;5001;7021;4;88;88;88;88;2;4;11;1;1;1;1151517
9;95;0;99;1;1;10;7;7;1;25;6;95;11;6;1;2;53;1;6301;3310;4;88;88;88;88;2;4;11;1;1;1;1151517
9;95;0;99;1;1;10;1;1;1;64;11;95;95;1;1;2;46;1;2886;9105;2;88;88;88;88;2;5;21;1;1;1;1151518
9;95;0;99;1;1;10;2;2;2;54;88;95;95;1;1;2;43;5;8888;8888;8;11;8;7;59;2;5;21;1;1;1;1151518
9;95;0;99;1;1;10;3;3;1;19;95;95;95;1;1;1;31;6;8888;8888;8;88;88;88;88;1;5;21;1;1;1;1151518
9;95;0;99;1;1;10;1;1;2;29;95;95;95;1;1;2;43;1;9221;9571;2;0;0;99;0;2;5;22;1;1;1;1151519
9;95;0;99;1;1;10;1;1;1;55;29;95;95;6;1;2;54;1;2886;9105;2;88;88;88;88;2;6;11;1;1;1;1151520
9;95;0;99;1;1;10;2;2;2;50;95;95;95;1;1;2;46;5;8888;8888;8;9;7;11;64;2;6;11;1;1;1;1151520
9;95;0;99;1;1;10;3;3;2;15;95;95;95;1;1;1;31;6;8888;8888;8;0;0;99;0;1;6;11;1;1;1;1151520
9;95;0;99;1;1;10;4;3;2;13;95;95;95;1;1;1;21;6;8888;8888;8;0;0;99;0;1;6;11;1;1;1;1151520
9;95;0;99;1;1;10;1;1;1;26;11;95;95;5;1;2;52;1;9608;9105;2;88;88;88;88;2;7;11;1;1;1;1151521
9;95;0;99;1;1;10;2;2;2;20;95;95;95;1;1;2;51;5;8888;8888;8;3;3;7;75;2;7;11;1;1;1;1151521
9;95;0;99;1;1;10;3;3;1;4;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1151521
9;95;0;99;1;1;10;4;3;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1151521
9;95;0;99;1;1;10;5;3;1;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1151521
9;95;0;99;1;1;10;1;1;1;34;42;95;1;6;1;2;54;1;9974;9105;2;88;88;88;88;2;8;11;1;1;2;1151522
9;95;0;99;1;1;10;2;2;2;26;11;95;1;1;1;2;56;5;8888;8888;8;3;3;1;72;2;8;11;1;1;2;1151522
9;95;0;99;1;1;10;3;3;2;8;42;95;1;1;1;1;11;6;8888;8888;8;88;88;88;88;8;8;11;1;1;2;1151522
9;95;0;99;1;1;10;4;3;2;6;1;95;1;1;2;1;0;9;8888;8888;8;88;88;88;88;8;8;11;1;1;2;1151522
9;95;0;99;1;1;10;5;3;1;4;1;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;2;0;1151522
9;95;0;99;1;1;10;6;7;1;15;42;95;42;6;1;1;21;6;8888;8888;8;88;88;88;88;1;8;11;1;1;1;1151522
9;95;0;99;1;1;10;1;1;1;29;29;95;84;6;1;2;56;1;9974;9105;2;88;88;88;88;2;9;11;1;1;2;1151523
9;95;0;99;1;1;10;2;2;2;19;84;95;84;1;1;2;53;5;8888;8888;8;1;1;9;75;2;9;11;1;2;1;1151523
9;95;0;99;1;1;10;3;3;2;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;9;11;1;1;0;1151523
9;95;0;99;1;1;10;4;9;2;15;95;95;95;1;1;2;53;5;8888;8888;8;0;0;99;0;1;9;11;1;1;1;1151523
9;95;0;99;1;1;10;1;1;1;29;95;95;95;1;1;2;64;1;451;9318;2;88;88;88;88;2;10;11;1;1;1;1151524
9;95;0;99;1;1;10;2;2;2;22;95;95;95;1;1;2;51;1;9608;9105;2;2;2;12;73;2;10;11;1;1;1;1151524
9;95;0;99;1;1;10;3;3;2;4;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1151524
9;95;0;99;1;1;10;4;3;1;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1151524
9;95;0;99;1;1;10;1;1;2;60;88;95;95;1;1;2;44;5;8888;8888;8;2;1;2;33;3;11;11;1;1;1;1151525
9;95;0;99;1;1;10;1;1;2;29;95;95;95;1;1;2;46;5;8888;8888;8;5;4;1;70;2;12;11;1;1;1;1151526
9;95;0;99;1;1;10;2;3;2;13;95;95;95;1;1;1;14;6;8888;8888;8;0;0;99;0;1;12;11;1;1;1;1151526
9;95;0;99;1;1;10;3;3;1;11;95;95;95;1;1;1;14;6;8888;8888;8;88;88;88;88;8;12;11;1;1;1;1151526
9;95;0;99;1;1;10;1;1;1;25;95;95;95;7;1;2;46;1;5001;7021;4;88;88;88;88;2;13;11;1;1;1;1151527
9;95;0;99;1;1;10;2;2;2;20;89;95;11;7;1;2;56;5;8888;8888;8;0;0;99;0;2;13;11;1;1;1;1151527
9;95;0;99;1;1;10;1;1;1;26;95;95;95;1;1;2;56;1;9974;9610;2;88;88;88;88;1;14;11;1;1;1;1151528
9;95;0;99;1;1;10;1;1;2;29;89;95;95;1;1;2;46;5;8888;8888;8;4;2;10;72;1;15;11;1;1;1;1151529
9;95;0;99;1;1;10;2;3;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;15;11;1;1;0;1151529
9;95;0;99;1;1;10;1;1;1;30;37;95;95;1;1;2;51;1;2886;9105;2;88;88;88;88;2;16;11;1;1;1;1151530
9;95;0;99;1;1;10;2;2;2;25;87;95;29;1;1;2;42;5;8888;8888;8;2;2;5;75;2;16;11;1;1;1;1151530
9;95;0;99;1;1;10;3;3;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;16;11;1;1;0;1151530
9;95;0;99;1;1;10;4;3;2;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;16;11;1;1;0;1151530
9;95;0;99;1;1;10;1;1;1;21;87;95;87;1;1;2;53;1;6512;9521;4;88;88;88;88;2;17;11;1;1;1;1151531
9;95;0;99;1;1;10;2;2;2;17;88;95;88;1;1;2;46;5;8888;8888;8;0;0;99;0;2;17;11;1;1;1;1151531
9;95;0;99;1;1;1;1;1;1;29;95;95;95;7;1;2;54;1;7339;5002;4;88;88;88;88;2;18;21;1;1;1;1151532
9;95;0;99;1;1;1;2;2;2;38;308;200;95;0;2;2;0;5;8888;8888;8;13;7;3;72;2;18;21;0;0;1;1151532
9;95;0;99;1;1;1;3;3;1;4;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;18;21;1;1;0;1151532
9;95;0;99;1;1;1;1;1;2;59;302;95;95;0;2;2;0;5;8888;8888;8;14;10;1;57;3;18;22;1;0;1;1151533
9;95;0;99;1;1;1;1;1;1;23;302;302;302;0;2;2;0;1;4003;1112;4;88;88;88;88;2;19;11;0;0;0;1151534
9;95;0;99;1;1;1;2;2;2;32;95;95;95;0;2;2;0;5;8888;8888;8;15;15;4;73;2;19;11;1;1;1;1151534
9;95;0;99;1;1;1;3;3;2;7;95;95;95;0;2;2;0;5;8888;8888;8;88;88;88;88;8;19;11;1;1;1;1151534
9;95;0;99;1;1;1;4;3;1;6;95;95;95;0;2;2;0;9;8888;8888;8;88;88;88;88;8;19;11;1;1;1;1151534
9;95;0;99;1;1;1;5;3;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;19;11;1;1;0;1151534
9;95;0;99;1;1;1;1;1;1;65;11;95;95;1;1;2;54;1;6347;5002;4;88;88;88;88;4;20;11;1;2;1;1151535
9;95;0;99;1;1;1;2;5;1;15;95;95;95;1;1;1;15;6;8888;8888;8;88;88;88;88;1;20;11;1;1;1;1151535
9;95;0;99;1;1;1;3;5;1;14;95;95;95;1;1;1;15;6;8888;8888;8;88;88;88;88;1;20;11;1;1;1;1151535
9;95;0;99;1;1;1;1;1;1;54;302;95;95;7;1;2;42;1;4003;1112;4;88;88;88;88;2;21;11;1;0;1;1151536
9;95;0;99;1;1;1;2;2;2;65;302;95;95;7;2;2;0;5;8888;8888;8;5;0;5;73;2;21;11;1;0;1;1151536
9;95;0;99;1;1;1;1;1;1;36;95;95;95;1;1;2;1;1;4010;1121;4;88;88;88;88;2;22;11;1;1;1;1151537
9;95;0;99;1;1;1;1;1;1;56;78;95;95;1;1;2;44;1;4003;1112;4;88;88;88;88;1;23;11;1;2;1;1151538
9;95;0;99;1;1;2;1;1;1;47;302;95;95;1;1;2;1;1;9238;6203;4;88;88;88;88;2;1;11;1;0;1;1151539
9;95;0;99;1;1;2;2;2;2;32;95;95;95;1;1;2;45;5;8888;8888;8;4;3;1;76;2;1;11;1;1;1;1151539
9;95;0;99;1;1;2;3;3;2;8;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1151539
9;95;0;99;1;1;2;4;3;1;5;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1151539
9;95;0;99;1;1;2;5;3;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;1;1;0;1151539
9;95;0;99;1;1;2;1;1;1;25;74;95;11;1;1;2;56;1;9974;9105;2;88;88;88;88;2;2;11;1;1;1;1151540
9;95;0;99;1;1;2;2;2;2;22;64;95;74;1;1;2;63;1;422;9318;2;1;1;9;75;2;2;11;1;1;1;1151540
9;95;0;99;1;1;2;3;3;2;1;74;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1151540
9;95;0;99;1;1;2;4;8;2;14;84;95;84;1;1;2;41;1;9215;9571;2;0;0;99;0;1;2;11;1;2;1;1151540
9;95;0;99;1;1;2;1;1;2;51;87;95;95;1;2;2;0;5;8888;8888;8;6;5;9;62;2;3;11;1;1;1;1151541
9;95;0;99;1;1;2;2;3;2;17;95;95;95;1;1;1;31;6;8888;8888;8;0;0;99;0;1;3;11;1;1;1;1151541
9;95;0;99;1;1;2;3;3;1;14;95;95;95;1;1;1;22;6;8888;8888;8;88;88;88;88;1;3;11;1;1;1;1151541
9;95;0;99;1;1;2;1;1;1;45;95;95;95;1;1;2;1;1;8405;9610;4;88;88;88;88;2;4;11;1;1;1;1151542
9;95;0;99;1;1;2;2;2;2;37;58;95;95;6;2;2;0;5;8888;8888;8;3;3;7;62;2;4;11;1;2;1;1151542
9;95;0;99;1;1;2;3;3;1;17;95;95;95;1;1;1;22;6;8888;8888;8;88;88;88;88;1;4;11;1;1;1;1151542
9;95;0;99;1;1;2;4;3;1;14;95;95;95;1;1;1;14;6;8888;8888;8;88;88;88;88;1;4;11;1;1;1;1151542
9;95;0;99;1;1;2;5;3;1;8;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;4;11;1;1;1;1151542
9;95;0;99;1;1;2;1;1;2;35;95;95;95;1;1;2;52;5;8888;8888;8;11;9;10;75;2;5;11;1;1;1;1151543
9;95;0;99;1;1;2;2;3;1;19;95;95;95;1;1;2;53;1;5001;7021;4;88;88;88;88;1;5;11;1;1;1;1151543
9;95;0;99;1;1;2;3;3;2;14;95;95;95;1;1;1;21;6;8888;8888;8;0;0;99;0;1;5;11;1;1;1;1151543
9;95;0;99;1;1;2;4;3;1;12;95;95;95;1;1;1;15;6;8888;8888;8;88;88;88;88;1;5;11;1;1;1;1151543
9;95;0;99;1;1;2;5;3;2;10;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;5;11;1;1;1;1151543
9;95;0;99;1;1;2;6;3;2;7;95;95;95;1;2;1;0;6;8888;8888;8;88;88;88;88;8;5;11;1;1;1;1151543
9;95;0;99;1;1;2;7;3;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;5;11;1;1;0;1151543
9;95;0;99;1;1;2;8;3;1;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;5;11;1;1;0;1151543
9;95;0;99;1;1;2;1;1;2;35;83;95;95;1;1;2;43;5;8888;8888;8;1;0;12;42;1;6;11;1;1;1;1151544
9;95;0;99;1;1;2;1;1;2;31;87;95;95;1;1;2;44;5;8888;8888;8;1;0;99;99;2;7;11;1;1;1;1151545
9;95;0;99;1;1;2;1;1;1;29;95;95;95;1;1;2;54;1;5001;7021;4;88;88;88;88;2;8;11;1;1;1;1151546
9;95;0;99;1;1;2;2;2;2;29;95;95;95;1;1;2;46;1;2886;9105;2;4;4;2;76;2;8;11;1;1;1;1151546
9;95;0;99;1;1;2;3;3;1;8;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;8;11;1;1;1;1151546
9;95;0;99;1;1;2;4;3;2;7;95;95;95;1;1;1;11;6;8888;8888;8;88;88;88;88;8;8;11;1;1;1;1151546
9;95;0;99;1;1;2;5;3;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;1;0;1151546
9;95;0;99;1;1;2;6;3;2;0;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;1;0;1151546
9;95;0;99;1;1;2;1;1;1;36;95;95;95;1;1;2;51;1;5001;7021;4;88;88;88;88;4;9;11;1;1;1;1151547
9;95;0;99;1;1;2;2;3;2;11;95;95;95;1;1;1;15;6;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;3;3;2;10;95;95;95;1;1;1;14;6;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;4;3;1;10;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;5;3;1;9;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;6;3;1;7;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;7;3;2;6;95;95;95;1;2;1;0;9;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;8;3;2;5;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1151547
9;95;0;99;1;1;2;9;7;1;33;95;95;95;1;1;2;56;1;2886;9105;2;88;88;88;88;1;9;11;1;1;1;1151547
9;95;0;99;1;1;2;1;1;1;32;95;95;95;1;1;2;45;1;6347;5002;4;88;88;88;88;2;10;11;1;1;1;1151548
9;95;0;99;1;1;2;2;2;2;23;95;95;95;1;2;2;0;5;8888;8888;8;3;2;10;74;2;10;11;1;1;1;1151548
9;95;0;99;1;1;2;3;3;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1151548
9;95;0;99;1;1;2;4;3;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1151548
9;95;0;99;1;1;2;1;1;1;37;95;95;95;1;1;2;44;1;8217;5002;1;88;88;88;88;2;11;11;1;1;1;1151549
9;95;0;99;1;1;2;2;2;2;29;95;95;95;1;1;2;1;5;8888;8888;8;4;4;7;71;2;11;11;1;1;1;1151549
9;95;0;99;1;1;2;3;3;2;11;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;11;11;1;1;1;1151549
9;95;0;99;1;1;2;4;3;1;10;95;95;95;1;1;1;11;6;8888;8888;8;88;88;88;88;8;11;11;1;1;1;1151549
9;95;0;99;1;1;2;5;3;2;8;95;95;95;1;1;1;11;6;8888;8888;8;88;88;88;88;8;11;11;1;1;1;1151549
9;95;0;99;1;1;2;6;3;2;5;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;11;11;1;1;1;1151549
9;95;0;99;1;1;2;1;1;1;30;95;95;95;1;1;2;46;1;6347;5002;4;88;88;88;88;2;12;11;1;1;1;1151550
9;95;0;99;1;1;2;2;2;2;30;87;95;95;1;2;2;0;5;8888;8888;8;4;3;10;69;2;12;11;1;1;1;1151550
9;95;0;99;1;1;2;3;3;2;9;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;12;11;1;1;1;1151550
9;95;0;99;1;1;2;4;3;2;7;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;12;11;1;1;1;1151550
9;95;0;99;1;1;2;1;1;1;37;95;95;95;1;1;2;44;1;8405;9610;1;88;88;88;88;2;13;11;1;1;1;1151551
9;95;0;99;1;1;2;2;2;2;27;88;95;95;1;2;2;0;5;8888;8888;8;6;5;5;75;2;13;11;1;1;1;1151551
9;95;0;99;1;1;2;3;3;1;9;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;13;11;1;1;1;1151551
9;95;0;99;1;1;2;4;3;1;6;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;13;11;1;1;1;1151551
9;95;0;99;1;1;2;5;3;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;13;11;1;1;0;1151551
9;95;0;99;1;1;2;6;3;1;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;13;11;1;1;0;1151551
9;95;0;99;1;1;2;1;1;1;27;29;95;29;6;1;2;44;1;4101;1112;1;88;88;88;88;2;14;11;1;1;1;1151552
9;95;0;99;1;1;2;2;2;2;24;95;95;95;1;2;2;0;5;8888;8888;8;3;3;8;76;2;14;11;1;1;1;1151552
9;95;0;99;1;1;2;3;3;2;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;14;11;1;1;0;1151552
9;95;0;99;1;1;2;4;3;2;0;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;14;11;1;1;0;1151552
9;95;0;99;1;1;2;5;6;2;45;302;95;95;0;2;2;0;5;8888;8888;8;3;3;3;54;9;14;11;1;0;1;1151552
9;95;0;99;1;1;2;1;1;1;42;302;95;95;1;1;2;44;1;8405;9610;4;88;88;88;88;1;16;11;1;0;1;1151554
9;95;0;99;1;1;2;1;1;2;70;74;95;95;1;1;2;1;5;8888;8888;8;5;4;9;73;3;17;11;1;1;1;1151555
9;95;0;99;1;1;2;2;3;2;22;95;95;95;1;1;2;51;9;8888;8888;8;1;0;1;73;1;17;11;1;1;1;1151555
9;95;0;99;1;1;2;3;5;2;3;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;17;11;1;1;0;1151555
9;95;0;99;1;1;2;1;1;1;21;95;95;95;1;1;2;44;1;6347;5002;1;88;88;88;88;2;18;11;1;1;1;1151556
9;95;0;99;1;1;2;2;2;2;21;302;95;95;1;1;2;46;5;8888;8888;8;2;0;99;99;2;18;11;1;0;1;1151556
9;95;0;99;1;1;2;1;1;1;22;95;95;95;1;1;2;32;1;9999;5002;1;88;88;88;88;2;19;11;1;1;1;1151557
9;95;0;99;1;1;2;2;2;2;19;97;95;95;1;2;2;0;5;8888;8888;8;1;1;12;74;2;19;11;1;1;1;1151557
9;95;0;99;1;1;2;3;3;1;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;19;11;1;1;0;1151557
9;95;0;99;1;1;2;1;1;2;59;90;95;95;1;2;2;0;5;8888;8888;8;0;0;99;0;4;20;11;1;1;1;1151558
9;95;0;99;1;1;2;2;7;1;19;95;95;95;1;1;1;33;6;8888;8888;8;88;88;88;88;1;20;11;1;1;1;1151558
9;95;0;99;1;1;2;1;1;1;45;30;95;95;6;1;2;54;1;2623;7200;2;88;88;88;88;2;21;21;1;1;1;1151559
9;95;0;99;1;1;2;2;2;2;35;95;95;95;1;1;2;44;5;8888;8888;8;1;0;99;99;2;21;21;1;1;1;1151559
9;95;0;99;1;1;2;1;1;1;26;95;95;95;1;1;2;46;1;6347;5002;4;88;88;88;88;1;21;22;1;1;1;1151560
9;95;0;99;1;1;2;1;1;1;29;95;95;95;1;1;2;44;1;6347;5002;4;88;88;88;88;2;22;11;1;1;1;1151561
9;95;0;99;1;1;2;2;2;2;28;95;95;95;1;1;2;44;5;8888;8888;8;3;3;6;72;2;22;11;1;1;1;1151561
9;95;0;99;1;1;2;3;3;1;9;95;95;95;1;1;1;13;6;8888;8888;8;88;88;88;88;8;22;11;1;1;1;1151561
9;95;0;99;1;1;2;4;3;2;8;95;95;95;1;1;1;12;6;8888;8888;8;88;88;88;88;8;22;11;1;1;1;1151561
9;95;0;99;1;1;2;5;3;2;4;95;95;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;22;11;1;1;0;1151561
9;95;0;99;1;1;2;6;7;2;19;95;95;95;1;1;2;46;9;8888;8888;8;0;0;99;0;1;22;11;1;1;1;1151561
9;95;0;99;1;1;2;7;7;2;16;95;95;95;1;1;2;46;5;8888;8888;8;0;0;99;0;1;22;11;1;1;1;1151561
9;95;0;99;1;1;2;1;1;2;71;95;95;95;1;2;2;0;5;8888;8888;8;8;4;99;99;3;24;11;1;1;1;1151563
9;95;0;99;1;1;2;2;7;2;15;95;95;95;1;1;2;43;5;8888;8888;8;0;0;99;0;1;24;11;1;1;1;1151563
9;95;0;99;1;1;2;3;7;2;12;95;95;95;1;1;1;12;6;8888;8888;8;0;0;99;0;1;24;11;1;1;1;1151563
9;95;0;99;1;1;2;4;7;2;15;95;95;95;1;1;1;13;6;8888;8888;8;0;0;99;0;1;24;11;1;1;1;1151563
9;95;0;99;1;1;2;5;7;2;1;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;24;11;1;1;0;1151563
9;95;0;99;1;1;2;1;1;1;37;95;95;95;1;1;2;51;1;2886;9105;2;88;88;88;88;4;25;11;1;1;1;1151564
9;95;0;99;1;1;2;2;3;1;17;95;95;95;1;1;1;31;6;8888;8888;8;88;88;88;88;1;25;11;1;1;1;1151564
9;95;0;99;1;1;2;3;3;1;13;95;95;95;1;1;1;15;6;8888;8888;8;88;88;88;88;1;25;11;1;1;1;1151564
9;95;0;99;1;1;2;1;1;2;39;95;95;95;1;2;2;0;5;8888;8888;8;8;7;1;74;2;26;11;1;1;1;1151565
9;95;0;99;1;1;2;2;3;2;19;95;95;95;1;2;2;0;5;8888;8888;8;0;0;99;0;1;26;11;1;1;1;1151565
9;95;0;99;1;1;2;3;3;2;17;95;95;95;1;1;2;46;5;8888;8888;8;0;0;99;0;1;26;11;1;1;1;1151565
9;95;0;99;1;1;2;4;3;2;12;95;95;95;1;2;2;0;5;8888;8888;8;0;0;99;0;1;26;11;1;1;1;1151565
9;95;0;99;1;1;2;5;3;1;7;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;26;11;1;1;1;1151565
9;95;0;99;1;1;2;6;3;2;7;95;95;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;26;11;1;1;1;1151565
9;95;0;99;1;1;2;7;3;1;2;95;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;26;11;1;1;0;1151565
9;95;0;99;1;1;2;1;1;1;44;302;95;302;0;2;2;0;1;3011;6203;4;88;88;88;88;2;27;11;1;0;0;1151566
9;95;0;99;1;1;2;2;2;2;27;302;95;302;0;2;2;0;5;8888;8888;8;7;2;9;75;2;27;11;1;0;0;1151566
9;95;0;99;1;1;2;3;3;1;1;302;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;27;11;1;0;0;1151566
9;95;0;99;1;1;2;4;3;2;5;302;95;302;0;2;2;0;9;8888;8888;8;88;88;88;88;8;27;11;1;0;0;1151566
9;95;0;99;1;1;2;5;7;1;18;302;95;302;0;2;2;0;9;8888;8888;8;88;88;88;88;1;27;11;1;0;0;1151566
9;95;0;99;1;1;2;6;7;1;5;302;95;302;0;2;2;0;9;8888;8888;8;88;88;88;88;8;27;11;1;0;0;1151566
9;95;0;99;1;1;2;7;7;2;1;302;95;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;27;11;1;0;0;1151566
9;95;0;99;1;1;2;1;1;1;34;95;95;95;1;1;2;46;1;4003;1112;4;88;88;88;88;2;28;11;1;1;1;1151567
